State,Time (s),Time (ms),Pressure (Pa),Temperature ©,Temperature (C/100),Accel,Accel X,Accel Y,Accel Z,Batt Sense,Cut Sense 1,Cut Sense 2,Current Sense,Photoresistor
0,121.8,121800,102524,30.29572266,3029.572266,0.990650283,0.159668,0.807129,-0.551758,581,581,581,445,87
0,121.884,121884,102526,30.2966333,3029.66333,0.994120218,0.160645,0.811523,-0.55127,579,581,583,447,88
0,121.967,121967,102523,30.29513916,3029.513916,0.99401111,0.160645,0.810059,-0.553223,582,582,580,445,88
0,122.05,122050,102524,30.29643799,3029.643799,0.994366705,0.158691,0.810547,-0.553711,582,581,583,446,88
0,122.133,122133,102524,30.29715088,3029.715088,0.994077111,0.158691,0.811523,-0.551758,581,580,582,445,87
0,122.216,122216,102526,30.29273926,3029.273926,0.995685733,0.162598,0.805664,-0.562012,582,582,583,446,87
0,122.3,122300,102525,30.29338623,3029.338623,0.997258306,0.162598,0.812988,-0.554199,581,581,583,447,89
0,122.383,122383,102524,30.29286865,3029.286865,0.995316577,0.162598,0.808594,-0.557129,580,582,582,444,89
0,122.466,122466,102526,30.29390625,3029.390625,0.992220783,0.157227,0.811523,-0.548828,580,582,582,443,89
0,122.55,122550,102524,30.29384033,3029.384033,0.993323647,0.160645,0.810547,-0.55127,580,583,581,444,87
0,122.634,122634,102522,30.28962402,3028.962402,0.994504447,0.159668,0.811523,-0.552246,580,580,582,445,88
0,122.717,122717,102531,30.29228271,3029.228271,0.994819869,0.161621,0.811523,-0.552246,581,581,582,444,88
0,122.8,122800,102527,30.29040283,3029.040283,0.993806332,0.158691,0.811523,-0.55127,581,582,582,444,88
0,122.883,122883,102524,30.28929932,3028.929932,0.99493159,0.156738,0.816895,-0.545898,581,582,582,445,89
0,122.966,122966,102526,30.28696289,3028.696289,0.993508464,0.157227,0.808105,-0.556152,581,578,582,443,88
0,123.05,123050,102527,30.2887793,3028.87793,0.993670224,0.159668,0.813477,-0.547852,581,582,583,447,87
0,123.133,123133,102527,30.28709229,3028.709229,0.99452821,0.155762,0.813965,-0.549805,582,581,582,446,89
0,123.216,123216,102530,30.28696289,3028.696289,0.995521661,0.162598,0.811523,-0.553223,582,579,583,446,89
0,123.3,123300,102527,30.28488525,3028.488525,0.994932797,0.160645,0.811523,-0.552734,581,581,582,444,87
0,123.383,123383,102524,30.28456055,3028.456055,0.998551127,0.163086,0.813477,-0.555664,580,581,584,444,89
0,123.466,123466,102523,30.28436523,3028.436523,0.995011707,0.161133,0.811523,-0.552734,580,580,581,444,88
0,123.55,123550,102525,30.28345703,3028.345703,0.995272032,0.162109,0.813965,-0.549316,580,581,583,447,88
0,123.633,123633,102526,30.28313232,3028.313232,0.99573719,0.158203,0.812988,-0.552734,580,581,583,444,88
0,123.716,123716,102529,30.28371826,3028.371826,0.995295135,0.160645,0.814941,-0.54834,580,580,582,445,88
0,123.8,123800,102526,30.28131592,3028.131592,0.996114677,0.160645,0.813965,-0.55127,582,581,583,446,88
0,123.884,123884,102524,30.2793042,3027.93042,0.996591844,0.160156,0.812988,-0.553711,580,582,582,446,89
0,123.967,123967,102529,30.2798877,3027.98877,0.996670545,0.160645,0.812988,-0.553711,582,580,583,444,89
0,124.05,124050,102522,30.27949951,3027.949951,0.995303502,0.161133,0.810547,-0.554688,582,581,583,445,89
0,124.133,124133,102522,30.27774658,3027.774658,0.997191639,0.158203,0.81543,-0.551758,581,582,581,445,89
0,124.216,124216,102523,30.27807129,3027.807129,0.994810269,0.15918,0.812988,-0.550781,580,580,584,446,89
0,124.3,124300,102527,30.27670898,3027.670898,0.992401354,0.158691,0.807129,-0.555176,581,582,582,444,88
0,124.383,124383,102521,30.27664307,3027.664307,0.9950783,0.161133,0.808594,-0.557129,581,581,582,445,88
0,124.466,124466,102523,30.27391602,3027.391602,0.996563339,0.160156,0.814941,-0.550781,580,582,581,446,87
0,124.55,124550,102526,30.27456543,3027.456543,0.995440631,0.157227,0.813477,-0.551758,580,580,582,446,88
0,124.633,124633,102524,30.27333252,3027.333252,0.996480169,0.162109,0.814453,-0.550781,581,580,583,445,87
0,124.716,124716,102528,30.27430664,3027.430664,0.996591844,0.160156,0.812988,-0.553711,579,580,581,446,86
0,124.8,124800,102524,30.27209961,3027.209961,0.995288104,0.159668,0.813477,-0.550781,580,582,581,445,85
0,124.883,124883,102524,30.27261963,3027.261963,0.993554517,0.162598,0.808105,-0.554688,580,579,582,444,83
0,124.966,124966,102523,30.27229492,3027.229492,0.991273636,0.162109,0.803711,-0.557129,580,580,582,446,79
0,125.05,125050,102523,30.27119141,3027.119141,0.995816221,0.159668,0.814453,-0.550293,581,580,582,447,77
0,125.133,125133,102522,30.27015381,3027.015381,0.994374498,0.162109,0.810547,-0.552734,581,582,583,444,73
0,125.216,125216,102519,30.26911377,3026.911377,0.994609302,0.157715,0.811035,-0.553711,579,580,582,445,73
0,125.3,125300,102529,30.26814209,3026.814209,0.992892049,0.162109,0.810059,-0.550781,581,580,582,445,70
0,125.383,125383,102524,30.2689209,3026.89209,0.996930197,0.161621,0.81543,-0.550293,581,582,582,446,70
0,125.466,125466,102527,30.26697266,3026.697266,0.996161322,0.156738,0.814453,-0.551758,581,581,583,445,70
0,125.55,125550,102527,30.26723145,3026.723145,0.991155448,0.162109,0.808594,-0.549805,581,581,583,446,69
0,125.633,125633,102522,30.26820557,3026.820557,0.996335444,0.161133,0.813477,-0.552246,582,580,583,444,67
0,125.716,125716,102524,30.26619385,3026.619385,0.992299225,0.158203,0.808105,-0.553711,581,584,581,444,67
0,125.8,125800,102526,30.26554443,3026.554443,0.996606014,0.161133,0.813477,-0.552734,582,581,582,445,66
0,125.883,125883,102524,30.26593506,3026.593506,0.990368681,0.157227,0.808594,-0.549805,581,581,584,444,66
0,125.966,125966,102527,30.26418213,3026.418213,0.993186868,0.158203,0.811523,-0.550293,580,581,582,445,66
0,126.05,126050,102524,30.2622998,3026.22998,0.994260423,0.157227,0.811035,-0.553223,581,582,582,446,63
0,126.133,126133,102522,30.26054688,3026.054688,0.994426215,0.15918,0.811523,-0.552246,580,581,582,446,63
0,126.216,126216,102525,30.26314453,3026.314453,0.996384829,0.160645,0.813965,-0.551758,582,581,582,447,63
0,126.3,126300,102524,30.2609375,3026.09375,0.996406509,0.159668,0.811523,-0.555664,579,582,582,447,63
0,126.383,126383,102525,30.25937988,3025.937988,0.99778613,0.158203,0.8125,-0.557129,580,581,581,446,64
0,126.466,126466,102531,30.25970459,3025.970459,0.991828583,0.161133,0.807617,-0.552734,581,579,582,445,63
0,126.55,126550,102526,30.25976807,3025.976807,0.992673955,0.15918,0.811035,-0.549805,581,581,583,446,63
0,126.633,126633,102524,30.26165039,3026.165039,0.993487981,0.160156,0.8125,-0.548828,581,582,582,446,62
0,126.716,126716,102527,30.25821045,3025.821045,0.996677339,0.15918,0.814941,-0.55127,581,580,582,445,63
0,126.8,126800,102527,30.25516113,3025.516113,0.993774769,0.159668,0.807617,-0.556641,581,581,583,444,62
0,126.883,126883,102524,30.25619873,3025.619873,0.993482502,0.157715,0.814941,-0.545898,582,582,583,445,61
0,126.966,126966,102525,30.25756348,3025.756348,0.994520378,0.162109,0.810059,-0.553711,580,583,583,446,62
0,127.05,127050,102526,30.25496582,3025.496582,0.99284399,0.163086,0.802734,-0.561035,581,581,580,446,62
0,127.133,127133,102522,30.25425293,3025.425293,0.988824723,0.166016,0.810547,-0.541504,583,581,582,442,61
0,127.218,127218,102524,30.25347412,3025.347412,0.994066161,0.162109,0.802734,-0.563477,582,582,581,445,59
0,127.301,127301,102525,30.2519165,3025.19165,0.99401001,0.160156,0.814453,-0.546875,581,582,583,446,62
0,127.384,127384,102526,30.25412354,3025.412354,0.995257415,0.161621,0.810059,-0.555176,580,582,582,443,62
0,127.467,127467,102522,30.2525,3025.25,0.996019751,0.156738,0.814941,-0.550781,581,581,581,444,60
0,127.55,127550,102524,30.2525,3025.25,0.995799425,0.158203,0.810059,-0.557129,578,581,581,446,62
0,127.633,127633,102522,30.24958008,3024.958008,0.993513702,0.158691,0.813477,-0.547852,580,581,584,444,59
0,127.716,127716,102528,30.2510083,3025.10083,0.994938844,0.162109,0.80957,-0.555176,581,582,582,446,59
0,127.8,127800,102526,30.24906006,3024.906006,0.996297128,0.163574,0.808594,-0.558594,581,581,580,444,59
0,127.884,127884,102526,30.24737305,3024.737305,0.996662984,0.15918,0.820801,-0.54248,578,582,583,444,60
0,127.967,127967,102524,30.24743896,3024.743896,0.995128623,0.158203,0.80957,-0.556641,582,581,581,445,59
0,128.05,128050,102525,30.24646484,3024.646484,0.990834926,0.160156,0.803223,-0.557617,580,581,582,445,59
0,128.133,128133,102531,30.24834717,3024.834717,0.994192064,0.158691,0.812988,-0.549805,580,579,581,446,60
0,128.216,128216,102525,30.24549072,3024.549072,0.996756507,0.158691,0.813477,-0.553711,580,581,580,442,60
0,128.3,128300,102525,30.24334961,3024.334961,0.992949147,0.160156,0.8125,-0.547852,580,581,582,445,62
0,128.383,128383,102527,30.24438721,3024.438721,0.993871249,0.15918,0.8125,-0.549805,580,582,582,444,61
0,128.467,128467,102524,30.24328369,3024.328369,0.995011707,0.161133,0.811523,-0.552734,581,581,582,445,60
0,128.55,128550,102522,30.24341309,3024.341309,0.994120218,0.160645,0.811523,-0.55127,580,581,582,445,59
0,128.633,128633,102527,30.24282959,3024.282959,0.993450702,0.160645,0.811035,-0.550781,581,581,583,445,58
0,128.716,128716,102524,30.24412842,3024.412842,0.996685031,0.161621,0.813477,-0.552734,581,582,582,444,59
0,128.8,128800,102523,30.23951904,3023.951904,0.993581566,0.159668,0.810059,-0.552734,582,581,583,445,60
0,128.883,128883,102529,30.24114258,3024.114258,0.99389633,0.161133,0.81543,-0.544922,579,580,581,443,58
0,128.966,128966,102526,30.24114258,3024.114258,0.996128094,0.160645,0.812988,-0.552734,580,580,580,445,57
0,129.05,129050,102525,30.23945557,3023.945557,0.991132989,0.157715,0.808105,-0.551758,581,581,582,444,59
0,129.133,129133,102524,30.23601562,3023.601562,0.992451884,0.165039,0.808594,-0.55127,579,580,582,444,58
0,129.216,129216,102523,30.23802734,3023.802734,0.992532128,0.15918,0.811523,-0.548828,580,581,582,445,59
0,129.3,129300,102521,30.23861084,3023.861084,0.995590268,0.159668,0.811523,-0.554199,582,581,581,445,57
0,129.383,129383,102529,30.23854736,3023.854736,0.993770212,0.160156,0.811523,-0.550781,581,581,583,446,56
0,129.466,129466,102526,30.23718262,3023.718262,0.991730359,0.161621,0.810059,-0.548828,580,581,581,444,58
0,129.55,129550,102525,30.2350415,3023.50415,0.993808599,0.159668,0.812988,-0.548828,581,581,582,444,57
0,129.633,129633,102522,30.23737793,3023.737793,0.994278402,0.161621,0.811523,-0.55127,581,581,581,446,56
0,129.716,129716,102526,30.2350415,3023.50415,0.993629889,0.15918,0.810547,-0.552246,580,582,584,445,57
0,129.8,129800,102531,30.2336792,3023.36792,0.99256171,0.15918,0.80957,-0.551758,580,583,582,444,58
0,129.884,129884,102529,30.23251221,3023.251221,0.995537914,0.161133,0.8125,-0.552246,581,580,582,444,57
0,129.967,129967,102520,30.23153809,3023.153809,0.996950124,0.158203,0.813477,-0.554199,582,580,582,444,56
0,130.05,130050,102525,30.23075928,3023.075928,0.996477993,0.163574,0.8125,-0.553223,581,580,582,444,55
0,130.133,130133,102526,30.2321875,3023.21875,0.994270292,0.158203,0.811523,-0.552246,579,582,582,443,57
0,130.217,130217,102525,30.22939697,3022.939697,0.992464949,0.162598,0.808105,-0.552734,581,581,582,448,56
0,130.3,130300,102521,30.22894043,3022.894043,0.997340552,0.160645,0.813477,-0.554199,582,581,582,446,56
0,130.383,130383,102524,30.22978516,3022.978516,0.995617016,0.161621,0.8125,-0.552246,580,581,582,446,58
0,130.466,130466,102527,30.22874756,3022.874756,0.99757741,0.162109,0.813477,-0.554199,580,582,582,446,56
0,130.55,130550,102527,30.22809814,3022.809814,0.994661772,0.160645,0.811523,-0.552246,580,581,582,444,55
0,130.633,130633,102528,30.22777344,3022.777344,0.993009509,0.158691,0.810547,-0.55127,580,580,583,447,56
0,130.716,130716,102523,30.22718994,3022.718994,0.998544343,0.158203,0.81543,-0.554199,582,580,581,443,56
0,130.8,130800,102526,30.22491699,3022.491699,0.992998111,0.157715,0.810059,-0.552246,579,580,583,446,56
0,130.883,130883,102526,30.22550293,3022.550293,0.995124321,0.163574,0.8125,-0.550781,582,583,583,444,56
0,130.966,130966,102526,30.22400879,3022.400879,0.99953913,0.161133,0.816406,-0.553711,581,582,583,445,56
0,131.05,131050,102526,30.2247876,3022.47876,0.993269591,0.157715,0.810059,-0.552734,579,580,582,444,55
0,131.133,131133,102524,30.22264648,3022.264648,0.996828324,0.161621,0.812988,-0.553711,580,579,582,444,55
0,131.217,131217,102521,30.22193115,3022.193115,0.994628472,0.162109,0.811523,-0.551758,579,582,581,447,55
0,131.3,131300,102526,30.22310059,3022.310059,0.995362903,0.162598,0.812988,-0.550781,580,581,582,443,56
0,131.383,131383,102524,30.22147705,3022.147705,0.991881087,0.158203,0.808594,-0.552246,580,579,582,445,56
0,131.467,131467,102526,30.22167236,3022.167236,0.992649386,0.157227,0.810059,-0.551758,581,580,581,445,55
0,131.55,131550,102522,30.21959473,3021.959473,0.996543826,0.160645,0.8125,-0.554199,581,581,581,445,55
0,131.633,131633,102522,30.21946533,3021.946533,0.994078179,0.159668,0.812988,-0.549316,582,581,582,446,56
0,131.716,131716,102526,30.21985596,3021.985596,0.992990017,0.160156,0.80957,-0.552246,581,581,582,445,56
0,131.8,131800,102523,30.21648193,3021.648193,0.990980847,0.162598,0.807617,-0.550781,579,581,584,448,55
0,131.883,131883,102525,30.2166748,3021.66748,0.996046803,0.162598,0.8125,-0.552734,581,582,582,445,56
0,131.967,131967,102525,30.21719482,3021.719482,0.99330238,0.157227,0.811523,-0.550781,580,581,581,444,56
0,132.05,132050,102525,30.21563721,3021.563721,0.995395274,0.162598,0.811035,-0.553711,581,580,584,443,56
0,132.133,132133,102524,30.21518311,3021.518311,0.995968188,0.157227,0.814453,-0.55127,581,581,581,443,55
0,132.216,132216,102524,30.21628662,3021.628662,0.996720817,0.161133,0.814941,-0.550781,581,581,582,447,57
0,132.3,132300,102523,30.214729,3021.4729,0.991002807,0.159668,0.810547,-0.547363,581,581,583,443,57
0,132.383,132383,102528,30.21414551,3021.414551,0.991713638,0.160645,0.80957,-0.549805,580,582,583,446,55
0,132.467,132467,102523,30.21388428,3021.388428,0.995804269,0.157715,0.8125,-0.553711,582,581,584,445,57
0,132.55,132550,102524,30.21330078,3021.330078,0.994740704,0.161133,0.811523,-0.552246,581,582,582,446,57
0,132.633,132633,102519,30.21317139,3021.317139,0.9972452,0.161621,0.8125,-0.555176,582,582,582,444,59
0,132.716,132716,102524,30.21128906,3021.128906,0.994748097,0.159668,0.807129,-0.559082,579,581,581,446,58
0,132.8,132800,102528,30.21115967,3021.115967,0.994794874,0.159668,0.810547,-0.554199,580,583,583,444,60
0,132.883,132883,102520,30.21063965,3021.063965,0.99388014,0.161621,0.811035,-0.55127,581,581,583,445,59
0,132.966,132966,102524,30.20986084,3020.986084,0.993770212,0.160156,0.811523,-0.550781,580,583,582,444,61
0,133.05,133050,102524,30.20836914,3020.836914,0.994329961,0.160156,0.810547,-0.553223,580,581,582,442,62
0,133.133,133133,102523,30.20603271,3020.603271,0.995315513,0.162109,0.811035,-0.553711,582,581,582,444,62
0,133.217,133217,102532,30.2064209,3020.64209,0.994136877,0.160645,0.810547,-0.552734,582,581,583,445,62
0,133.3,133300,102524,30.20667969,3020.667969,0.992797709,0.160645,0.80957,-0.551758,582,580,583,446,63
0,133.383,133383,102525,30.20622559,3020.622559,0.995922976,0.161133,0.813965,-0.550781,581,581,584,448,66
0,133.466,133466,102524,30.20667969,3020.667969,0.993749726,0.159668,0.808594,-0.555176,580,581,583,445,67
0,133.55,133550,102525,30.20512207,3020.512207,0.994483279,0.157715,0.810547,-0.554199,581,580,581,446,70
0,133.633,133633,102523,30.20544678,3020.544678,0.993835264,0.159668,0.811035,-0.551758,580,582,581,443,72
0,133.716,133716,102521,30.20285156,3020.285156,0.994514837,0.161621,0.807129,-0.558105,582,583,583,446,74
0,133.8,133800,102523,30.20220215,3020.220215,0.994725994,0.161133,0.8125,-0.550781,581,581,582,446,74
0,133.883,133883,102527,30.20220215,3020.220215,0.994899267,0.162109,0.811523,-0.552246,579,580,583,444,75
0,133.966,133966,102524,30.20123047,3020.123047,0.996477993,0.163574,0.8125,-0.553223,582,581,580,446,77
0,134.05,134050,102526,30.20038574,3020.038574,0.994868295,0.163574,0.811523,-0.551758,581,581,582,447,78
0,134.133,134133,102523,30.19967285,3019.967285,0.997020515,0.162109,0.814453,-0.551758,580,581,583,448,79
0,134.216,134216,102522,30.19895752,3019.895752,0.995125727,0.160156,0.811523,-0.553223,580,582,582,444,79
0,134.3,134300,102524,30.19941162,3019.941162,0.994534241,0.163086,0.810547,-0.552734,581,582,582,445,80
0,134.383,134383,102523,30.19824463,3019.824463,0.995011707,0.161133,0.811523,-0.552734,580,581,582,447,81
0,134.467,134467,102524,30.19720459,3019.720459,0.993813602,0.157715,0.810059,-0.553711,581,580,582,445,81
0,134.55,134550,102522,30.1979834,3019.79834,0.994041315,0.160156,0.811523,-0.55127,581,582,582,447,81
0,134.634,134634,102522,30.19655762,3019.655762,0.99722718,0.161621,0.813477,-0.553711,581,582,582,445,81
0,134.717,134717,102525,30.19525879,3019.525879,0.9922257,0.159668,0.810059,-0.550293,580,580,582,445,82
0,134.8,134800,102525,30.19584229,3019.584229,0.99344504,0.158691,0.809082,-0.554199,582,581,582,446,84
0,134.883,134883,102525,30.19415527,3019.415527,0.99251104,0.163086,0.810059,-0.549805,581,581,582,446,82
0,134.966,134966,102527,30.1955835,3019.55835,0.994708289,0.162598,0.811523,-0.551758,580,579,581,445,82
0,135.05,135050,102529,30.19292236,3019.292236,0.995544055,0.158691,0.812988,-0.552246,581,581,582,447,83
0,135.134,135134,102523,30.19324707,3019.324707,0.993310807,0.164551,0.809082,-0.552246,581,579,583,445,84
0,135.218,135218,102529,30.19064941,3019.064941,0.994120218,0.160645,0.811523,-0.55127,582,580,582,446,84
0,135.301,135301,102523,30.19078125,3019.078125,0.993402686,0.161133,0.810547,-0.55127,580,581,581,445,85
0,135.385,135385,102527,30.19097412,3019.097412,0.994813277,0.158203,0.811523,-0.553223,580,580,584,445,84
0,135.468,135468,102529,30.19123535,3019.123535,0.994136877,0.160645,0.810547,-0.552734,580,581,583,447,85
0,135.551,135551,102523,30.19026123,3019.026123,0.996701571,0.162598,0.813965,-0.551758,581,582,583,445,86
0,135.634,135634,102523,30.19052002,3019.052002,0.993280506,0.158691,0.810547,-0.551758,581,580,582,445,85
0,135.717,135717,102523,30.1880542,3018.80542,0.992383386,0.160645,0.810059,-0.550293,580,580,583,445,84
0,135.8,135800,102525,30.18974121,3018.974121,0.993197956,0.164062,0.811035,-0.549316,582,581,583,445,87
0,135.883,135883,102525,30.1865625,3018.65625,0.992201264,0.157715,0.809082,-0.552246,581,580,583,445,86
0,135.966,135966,102525,30.18883301,3018.883301,0.993849136,0.160645,0.811523,-0.550781,581,582,582,444,88
0,136.05,136050,102527,30.18630127,3018.630127,0.993006083,0.162109,0.811523,-0.548828,580,579,582,446,87
0,136.133,136133,102526,30.18772949,3018.772949,0.995188403,0.160645,0.8125,-0.551758,580,580,583,445,86
0,136.216,136216,102526,30.18500488,3018.500488,0.99794459,0.161133,0.814453,-0.553711,582,582,583,445,87
0,136.3,136300,102525,30.18558838,3018.558838,0.994582912,0.160156,0.811523,-0.552246,581,581,582,445,88
0,136.383,136383,102523,30.18305664,3018.305664,0.997306387,0.162109,0.813477,-0.553711,580,580,581,445,87
0,136.466,136466,102526,30.18325195,3018.325195,0.99256171,0.15918,0.80957,-0.551758,581,580,582,443,85
0,136.55,136550,102529,30.18331787,3018.331787,0.99471964,0.157715,0.8125,-0.551758,582,581,582,445,88
0,136.633,136633,102528,30.18117432,3018.117432,0.994697304,0.15918,0.811523,-0.552734,580,582,582,444,86
0,136.716,136716,102523,30.18033203,3018.033203,0.991445637,0.159668,0.808105,-0.551758,582,581,584,446,88
0,136.8,136800,102526,30.17909912,3017.909912,0.995316491,0.160645,0.812988,-0.55127,580,581,582,445,87
0,136.883,136883,102526,30.18033203,3018.033203,0.993275881,0.162109,0.811523,-0.549316,582,582,581,445,87
0,136.966,136966,102522,30.18039551,3018.039551,0.994852127,0.162598,0.811035,-0.552734,581,582,582,443,88
0,137.05,137050,102526,30.1776709,3017.76709,0.992893445,0.15625,0.810547,-0.551758,579,581,583,445,88
0,137.134,137134,102526,30.1785791,3017.85791,0.994462019,0.158691,0.812988,-0.550293,582,579,583,445,87
0,137.218,137218,102523,30.17695557,3017.695557,0.994141292,0.15918,0.8125,-0.550293,581,581,583,445,88
0,137.301,137301,102524,30.17702148,3017.702148,0.993999914,0.15918,0.812988,-0.549316,580,580,580,444,88
0,137.384,137384,102526,30.17429688,3017.429688,0.996862289,0.161133,0.814453,-0.551758,581,581,583,443,89
0,137.467,137467,102524,30.17805908,3017.805908,0.995078117,0.160645,0.811035,-0.553711,581,582,581,445,89
0,137.55,137550,102524,30.17805908,3017.805908,0.995170223,0.157227,0.813477,-0.55127,581,580,583,444,89
0,137.633,137633,102527,30.17780029,3017.780029,0.995903855,0.162598,0.812988,-0.551758,580,580,582,444,88
0,137.716,137716,102521,30.17377686,3017.377686,0.996026874,0.157715,0.816406,-0.54834,581,582,582,444,87
0,137.8,137800,102523,30.17338623,3017.338623,1.00125719,0.155762,0.816895,-0.557617,581,581,580,444,89
0,137.884,137884,102524,30.17299805,3017.299805,0.994890999,0.158691,0.811523,-0.553223,582,581,581,445,88
0,137.967,137967,102529,30.17144043,3017.144043,0.991579255,0.161133,0.806641,-0.553711,579,580,583,445,86
0,138.05,138050,102528,30.17247803,3017.247803,0.995329844,0.163086,0.811523,-0.552734,582,579,582,445,88
0,138.133,138133,102525,30.17144043,3017.144043,0.995833462,0.166016,0.810547,-0.554199,581,579,582,444,89
0,138.216,138216,102524,30.1707251,3017.07251,0.995338977,0.15918,0.813965,-0.550293,581,581,583,446,90
0,138.3,138300,102525,30.17079102,3017.079102,0.996006149,0.162109,0.810547,-0.555664,582,582,581,445,89
0,138.383,138383,102525,30.16955811,3016.955811,0.99151317,0.15918,0.807617,-0.552734,580,581,582,446,89
0,138.467,138467,102522,30.16722168,3016.722168,0.993466892,0.161621,0.811523,-0.549805,580,581,583,445,88
0,138.551,138551,102523,30.16780518,3016.780518,0.990560374,0.160156,0.803223,-0.557129,582,582,583,444,89
0,138.634,138634,102528,30.16702637,3016.702637,0.993196353,0.161621,0.811523,-0.549316,582,581,582,445,88
0,138.717,138717,102524,30.16663818,3016.663818,0.995078117,0.160645,0.811035,-0.553711,580,581,583,443,89
0,138.8,138800,102526,30.16741699,3016.741699,0.994697304,0.15918,0.811523,-0.552734,581,581,582,445,86
0,138.883,138883,102523,30.1668335,3016.68335,0.997135001,0.160156,0.812988,-0.554688,581,580,581,444,87
0,138.966,138966,102527,30.16689697,3016.689697,0.995198487,0.15918,0.814453,-0.549316,579,582,583,442,88
0,139.05,139050,102523,30.16520996,3016.520996,0.99273858,0.160156,0.808594,-0.553223,581,581,581,444,88
0,139.133,139133,102524,30.16579346,3016.579346,0.992600813,0.159668,0.8125,-0.547363,581,582,582,444,90
0,139.217,139217,102521,30.16092529,3016.092529,0.995078117,0.160645,0.811035,-0.553711,582,582,582,444,89
0,139.3,139300,102522,30.16332764,3016.332764,0.996285958,0.161621,0.812988,-0.552734,581,580,582,445,89
0,139.383,139383,102526,30.16261475,3016.261475,0.992866049,0.158691,0.811035,-0.550293,581,582,583,446,86
0,139.466,139466,102528,30.16365234,3016.365234,0.993708183,0.159668,0.810547,-0.552246,580,581,584,445,88
0,139.55,139550,102527,30.16209473,3016.209473,0.994444862,0.15918,0.810547,-0.553711,581,580,583,447,88
0,139.634,139634,102523,30.15878418,3015.878418,0.989868317,0.15918,0.808594,-0.54834,582,580,581,445,87
0,139.717,139717,102523,30.1593042,3015.93042,0.993949525,0.159668,0.8125,-0.549805,581,581,582,444,88
0,139.8,139800,102525,30.16047119,3016.047119,0.992513575,0.159668,0.809082,-0.552246,582,580,583,446,88
0,139.883,139883,102522,30.15748779,3015.748779,0.997817316,0.161133,0.813965,-0.554199,581,582,584,445,87
0,139.966,139966,102523,30.15943359,3015.943359,0.992882323,0.158691,0.810059,-0.551758,580,582,582,444,88
0,140.05,140050,102523,30.15593018,3015.593018,0.992068951,0.158691,0.810059,-0.550293,581,580,582,444,86
0,140.133,140133,102521,30.15618896,3015.618896,0.992701405,0.162598,0.810059,-0.550293,579,582,582,444,87
0,140.216,140216,102522,30.15579834,3015.579834,0.99374519,0.158203,0.810547,-0.552734,581,579,582,443,87
0,140.3,140300,102525,30.15508545,3015.508545,0.995109584,0.160156,0.8125,-0.551758,581,581,581,445,88
0,140.383,140383,102521,30.15352783,3015.352783,0.99546266,0.161621,0.813965,-0.549805,580,581,582,446,89
0,140.467,140467,102526,30.15437256,3015.437256,0.995203771,0.161621,0.812988,-0.550781,581,581,582,445,87
0,140.55,140550,102524,30.15300781,3015.300781,0.994348057,0.158691,0.811523,-0.552246,581,580,580,446,87
0,140.634,140634,102522,30.15106201,3015.106201,0.990571747,0.15918,0.807129,-0.551758,581,581,581,444,87
0,140.717,140717,102525,30.152229,3015.2229,0.994255575,0.158203,0.8125,-0.550781,581,581,583,447,88
0,140.8,140800,102523,30.15307373,3015.307373,0.995784429,0.15918,0.811523,-0.554688,582,581,581,444,87
0,140.883,140883,102522,30.15157959,3015.157959,0.993101254,0.160156,0.811035,-0.550293,583,581,582,445,87
0,140.966,140966,102524,30.15099609,3015.099609,0.993068304,0.161621,0.811035,-0.549805,582,581,583,444,86
0,141.05,141050,102522,30.1498291,3014.98291,0.992767882,0.159668,0.810059,-0.55127,580,580,581,445,87
0,141.134,141134,102526,30.149375,3014.9375,0.992481591,0.159668,0.811035,-0.549316,582,582,581,446,88
0,141.218,141218,102526,30.14781738,3014.781738,0.992909928,0.160645,0.811035,-0.549805,581,579,582,443,88
0,141.301,141301,102526,30.14716797,3014.716797,0.9969563,0.161621,0.813477,-0.553223,580,581,583,444,88
0,141.384,141384,102524,30.14905029,3014.905029,0.997402831,0.161133,0.814453,-0.552734,581,582,582,444,86
0,141.467,141467,102522,30.14528564,3014.528564,0.994333341,0.158691,0.8125,-0.550781,580,580,582,446,88
0,141.55,141550,102522,30.14749268,3014.749268,0.995586859,0.160645,0.812988,-0.551758,581,580,580,446,87
0,141.633,141633,102525,30.14762207,3014.762207,0.9954759,0.160645,0.811523,-0.553711,581,581,582,445,89
0,141.716,141716,102525,30.14658447,3014.658447,0.99352973,0.161133,0.811035,-0.550781,581,582,583,445,87
0,141.8,141800,102525,30.14470215,3014.470215,0.993968958,0.158691,0.810059,-0.553711,580,582,582,443,86
0,141.883,141883,102522,30.14359863,3014.359863,0.994979062,0.162598,0.811523,-0.552246,579,581,582,446,87
0,141.966,141966,102524,30.14385742,3014.385742,0.99738901,0.160156,0.813965,-0.553711,581,581,583,444,88
0,142.05,142050,102520,30.14281982,3014.281982,0.993770212,0.160156,0.811523,-0.550781,580,580,581,446,88
0,142.133,142133,102520,30.14204102,3014.204102,0.995929833,0.158691,0.814453,-0.550781,581,582,582,445,86
0,142.216,142216,102530,30.14171631,3014.171631,0.992387395,0.161621,0.811523,-0.547852,580,581,583,444,88
0,142.3,142300,102522,30.14294922,3014.294922,0.994265123,0.161621,0.8125,-0.549805,580,581,582,443,88
0,142.383,142383,102523,30.13970459,3013.970459,0.997503797,0.15918,0.813965,-0.554199,580,581,581,443,89
