67, -0.082520, -0.176270, 0.992188, 588, 587, 586, 456, 859
0, 447558, 102690, 2399.940186, -0.083496, -0.174316, 0.989746, 589, 587, 588, 454, 861
0, 447641, 102690, 2400.043945, -0.079590, -0.173340, 0.991699, 587, 586, 588, 456, 860
0, 447725, 102696, 2400.147705, -0.080078, -0.177734, 0.990723, 589, 587, 589, 456, 860
0, 447808, 102690, 2400.381348, -0.080566, -0.176758, 0.993164, 589, 586, 589, 457, 859
0, 447891, 102689, 2400.329346, -0.080566, -0.174805, 0.995117, 588, 588, 588, 456, 859
0, 447974, 102688, 2400.433105, -0.080078, -0.174316, 0.991211, 589, 587, 587, 454, 858
0, 448057, 102690, 2400.686035, -0.079590, -0.176270, 0.991211, 588, 586, 587, 456, 859
0, 448140, 102691, 2400.951904, -0.082031, -0.173340, 0.992188, 588, 588, 587, 454, 859
0, 448223, 102690, 2400.977783, -0.080078, -0.174805, 0.989258, 587, 586, 587, 455, 858
0, 448306, 102687, 2400.874023, -0.083008, -0.170898, 0.993164, 588, 587, 587, 455, 859
0, 448390, 102687, 2400.848145, -0.079590, -0.172363, 0.994629, 587, 586, 587, 455, 859
0, 448474, 102689, 2400.867676, -0.082520, -0.175781, 0.990723, 587, 587, 588, 453, 859
0, 448557, 102688, 2400.796387, -0.082031, -0.177246, 0.992676, 587, 585, 588, 454, 857
0, 448640, 102691, 2401.081543, -0.083496, -0.174316, 0.990234, 587, 587, 589, 455, 860
0, 448723, 102693, 2401.126953, -0.083008, -0.173340, 0.990723, 588, 588, 588, 456, 858
0, 448806, 102692, 2401.075195, -0.080566, -0.176758, 0.989746, 588, 587, 587, 455, 859
0, 448889, 102685, 2401.036133, -0.081543, -0.174805, 0.989258, 588, 586, 588, 454, 860
0, 448972, 102688, 2401.075195, -0.083496, -0.175781, 0.993652, 587, 588, 587, 455, 859
0, 449056, 102691, 2401.204834, -0.078613, -0.174316, 0.992188, 587, 587, 590, 455, 857
0, 449140, 102690, 2401.055664, -0.080566, -0.176270, 0.993164, 587, 586, 587, 455, 861
0, 449224, 102691, 2401.062256, -0.080078, -0.166504, 0.989746, 587, 584, 587, 455, 861
0, 449307, 102691, 2401.418701, -0.082520, -0.175293, 0.991211, 587, 587, 588, 452, 860
0, 449390, 102690, 2401.541992, -0.084473, -0.172363, 0.990723, 588, 588, 587, 454, 860
0, 449473, 102691, 2401.593994, -0.077637, -0.181152, 0.991699, 588, 587, 587, 456, 859
0, 449556, 102690, 2401.490234, -0.081543, -0.172363, 0.991699, 590, 585, 590, 455, 861
0, 449639, 102690, 2401.626221, -0.085449, -0.176270, 0.993164, 588, 587, 587, 455, 858
0, 449723, 102690, 2401.626221, -0.078613, -0.176270, 0.991699, 588, 585, 590, 454, 860
0, 449806, 102692, 2401.509521, -0.082520, -0.173828, 0.994141, 589, 587, 587, 453, 857
0, 449889, 102689, 2401.496582, -0.084473, -0.173340, 0.989746, 589, 585, 588, 455, 859
0, 449973, 102689, 2401.483643, -0.078613, -0.174805, 0.992676, 590, 587, 589, 455, 860
0, 450057, 102686, 2401.399414, -0.082031, -0.171387, 0.992188, 588, 586, 588, 453, 860
0, 450140, 102686, 2401.457764, -0.078613, -0.172852, 0.989746, 587, 585, 588, 455, 859
0, 450223, 102688, 2401.548584, -0.078613, -0.172852, 0.990723, 587, 585, 589, 456, 859
0, 450439, 102687, 2395.102539, -0.080566, -0.177246, 0.989746, 587, 587, 588, 456, 860
0, 450523, 102695, 2396.749756, -0.081055, -0.171875, 0.987305, 587, 587, 588, 454, 860
0, 450607, 102689, 2397.625244, -0.082520, -0.176758, 0.985352, 588, 587, 586, 454, 860
0, 450690, 102689, 2398.267334, -0.084961, -0.177246, 0.992676, 587, 586, 588, 454, 858
0, 450773, 102686, 2398.371094, -0.080078, -0.172852, 0.993164, 587, 588, 588, 455, 859
0, 450856, 102688, 2398.636963, -0.081055, -0.175781, 0.989746, 588, 588, 587, 455, 858
0, 450939, 102690, 2398.455322, -0.081543, -0.172363, 0.991699, 586, 586, 588, 453, 860
0, 451023, 102687, 2398.312500, -0.080078, -0.176758, 0.991211, 588, 588, 586, 455, 859
0, 451106, 102687, 2398.481201, -0.082031, -0.173340, 0.988281, 587, 588, 587, 454, 860
0, 451190, 102691, 2398.267334, -0.079590, -0.174316, 0.988281, 587, 587, 589, 455, 859
0, 451274, 102689, 2398.066162, -0.080078, -0.174316, 0.987793, 588, 588, 588, 453, 861
