0,6000,101453,-0.078149,-0.078149,0.000000,0.000000,2812.137451,-0.424316,0.089844,-0.893066,592,1,0,468,1
0,6050,101455,-0.244422,-0.133574,-1.108488,-0.369496,2815.995361,-0.424316,0.090332,-0.894531,597,0,1,470,0
0,6100,101451,0.088127,-0.078149,1.108501,0.000003,2819.317383,-0.425781,0.088379,-0.895020,570,0,0,471,1
0,6150,101451,0.088127,-0.044894,0.665101,0.133023,2821.690918,-0.425293,0.089844,-0.891602,581,2,0,472,1
0,6200,101457,-0.410693,-0.105860,-1.219331,-0.092370,2823.580811,-0.425781,0.089844,-0.891602,591,2,1,470,0
0,6250,101454,-0.161286,-0.113778,-0.158360,-0.101797,2825.235107,-0.424316,0.092285,-0.893555,598,1,1,470,0
0,6300,101452,0.004988,-0.098932,0.296916,-0.051958,2827.151123,-0.425781,0.090332,-0.894531,593,2,0,470,0
0,6350,101453,-0.078149,-0.096623,0.046185,-0.041053,2827.942383,-0.422363,0.091309,-0.893555,573,1,0,472,1
0,6400,101455,-0.244422,-0.111403,-0.295599,-0.066508,2828.877441,-0.422852,0.092285,-0.894531,584,0,1,470,0
0,6450,101455,-0.244422,-0.123496,-0.241853,-0.082448,2829.629395,-0.425293,0.090332,-0.896973,594,0,2,469,0
0,6500,101456,-0.327558,-0.140501,-0.340104,-0.103919,2830.512207,-0.421875,0.089355,-0.892578,596,0,1,472,0
0,6550,101453,-0.078149,-0.135705,0.095926,-0.088547,2831.074707,-0.423340,0.089844,-0.892578,596,1,0,470,0
0,6600,101454,-0.161286,-0.137532,-0.036545,-0.084832,2831.721924,-0.426758,0.088379,-0.893555,577,0,0,470,0
0,6650,101455,-0.244422,-0.144658,-0.142521,-0.088678,2831.721924,-0.423828,0.093262,-0.892578,588,0,0,469,0
0,6700,101452,0.004988,-0.135305,0.187058,-0.071445,2832.232178,-0.426270,0.090332,-0.895508,599,0,1,470,0
0,6750,101452,0.004988,-0.127053,0.165051,-0.057533,2832.683350,-0.425293,0.088379,-0.895996,598,1,1,472,0
0,6800,101455,-0.244422,-0.133573,-0.130411,-0.061582,2832.964355,-0.424805,0.090332,-0.894531,600,1,1,471,0
0,6850,101450,0.171265,-0.117529,0.320883,-0.041452,2832.944824,-0.423340,0.092773,-0.894043,576,0,1,472,0
0,6900,101453,-0.078149,-0.115560,0.039380,-0.037411,2833.245605,-0.427246,0.089844,-0.893555,589,2,0,471,0
0,6950,101454,-0.161286,-0.117737,-0.043549,-0.037703,2833.526855,-0.425293,0.089844,-0.895020,598,1,2,470,0
0,7000,101456,-0.327558,-0.127275,-0.190746,-0.044659,2833.454834,-0.425293,0.090332,-0.891602,601,0,2,472,0
0,7050,101450,0.171265,-0.114295,0.259600,-0.031431,2833.520264,-0.424805,0.089844,-0.891113,570,1,0,471,0
0,7100,101453,-0.078149,-0.112789,0.030121,-0.028866,2834.174072,-0.424316,0.089844,-0.893066,579,0,0,471,0
0,7150,101454,-0.161286,-0.114729,-0.038798,-0.029263,2834.043457,-0.423828,0.087402,-0.892578,591,0,1,471,0
0,7200,101453,-0.078149,-0.113322,0.028138,-0.027056,2834.135010,-0.425781,0.088867,-0.894531,598,1,0,470,0
0,7250,101454,-0.161286,-0.115098,-0.035529,-0.027369,2834.226562,-0.423340,0.091797,-0.895996,571,2,0,472,0
0,7300,101452,0.004988,-0.110809,0.085776,-0.023329,2834.311523,-0.422852,0.092285,-0.895020,571,0,0,472,0
0,7350,101453,-0.078149,-0.109683,0.022524,-0.021747,2834.396484,-0.426270,0.092285,-0.895996,582,1,0,470,0
0,7400,101451,0.088127,-0.103089,0.131873,-0.016627,2834.147949,-0.423340,0.089844,-0.893066,594,1,1,472,0
0,7450,101451,0.088127,-0.096921,0.123365,-0.012111,2834.370361,-0.426758,0.088867,-0.893066,596,1,1,472,1
0,7500,101453,-0.078149,-0.096335,0.011732,-0.011366,2834.756104,-0.424316,0.091797,-0.895508,574,0,0,472,0
0,7550,101453,-0.078149,-0.095783,0.011021,-0.010687,2834.409668,-0.422852,0.091309,-0.893066,574,1,0,469,0
0,7600,101451,0.088127,-0.090374,0.108182,-0.007191,2834.579590,-0.423340,0.090332,-0.894531,586,1,1,469,1
0,7650,101456,-0.327558,-0.097151,-0.135534,-0.010858,2834.749512,-0.423828,0.085938,-0.892090,596,2,0,470,1
0,7700,101454,-0.161286,-0.098933,-0.035631,-0.011546,2834.553467,-0.424316,0.087891,-0.892578,597,0,0,471,0
0,7750,101456,-0.327558,-0.105112,-0.123581,-0.014574,2834.906494,-0.423828,0.090332,-0.892578,574,0,0,470,1
0,7800,101454,-0.161286,-0.106590,-0.029566,-0.014969,2834.579590,-0.422852,0.087891,-0.893066,577,1,1,472,0
0,7850,101455,-0.244422,-0.110124,-0.070683,-0.016397,2834.769287,-0.423828,0.091309,-0.894531,587,1,0,469,0
0,7900,101452,0.004988,-0.107246,0.057556,-0.014548,2834.886963,-0.422852,0.089844,-0.895020,598,1,0,469,1
0,7950,101455,-0.244422,-0.111403,-0.083137,-0.016627,2835.043945,-0.426758,0.089844,-0.893555,600,1,1,471,0
0,8000,101456,-0.327558,-0.117638,-0.124704,-0.019745,2834.690674,-0.422363,0.089844,-0.891113,577,1,1,471,0
0,8050,101456,-0.327558,-0.119717,-0.041568,0.006928,2834.717041,-0.423828,0.088867,-0.891602,578,0,1,473,0
0,8100,101454,-0.161286,-0.125952,-0.124706,-0.023902,2834.671143,-0.425781,0.087891,-0.895020,590,2,2,471,0
0,8150,101449,0.254405,-0.121795,0.083139,-0.038451,2834.710449,-0.421875,0.088867,-0.893066,597,2,0,471,0
0,8200,101455,-0.244422,-0.117638,0.083135,-0.005889,2835.109375,-0.424316,0.090332,-0.891113,599,0,0,470,0
0,8250,101451,0.088127,-0.111403,0.124706,0.001188,2834.788818,-0.423828,0.088867,-0.893555,580,0,0,469,0
0,8300,101451,0.088127,-0.109325,0.041569,-0.005196,2834.945801,-0.426270,0.089355,-0.893066,580,1,1,470,1
0,8350,101455,-0.244422,-0.113481,-0.083137,-0.008429,2835.142090,-0.424316,0.090820,-0.893555,594,0,0,469,0
0,8400,101449,0.254405,-0.101011,0.249414,0.005196,2835.161621,-0.421875,0.091309,-0.892090,598,1,0,471,2
0,8450,101455,-0.244422,-0.101011,0.000000,0.011243,2835.076660,-0.422852,0.090332,-0.894043,571,0,0,471,0
0,8500,101453,-0.078149,-0.094775,0.124704,0.022863,2835.017822,-0.422852,0.088379,-0.893066,581,2,0,471,0
