0, 2051328, 5.371549, 45, 0.000000
0, 2051412, 5.426419, 46, 0.365800
0, 2051496, 5.495007, 46, 0.617291
0, 2051580, 5.486777, 45, 0.460910
0, 2051664, 5.508725, 46, 0.457252
0, 2051748, 5.524402, 45, 0.436722
0, 2051832, 5.505295, 47, 0.334366
0, 2051915, 5.499580, 47, 0.284512
0, 2051999, 5.527930, 46, 0.312761
0, 2052083, 5.528678, 46, 0.285688
0, 2052167, 5.529301, 46, 0.262920
0, 2052252, 5.517166, 45, 0.224027
0, 2052337, 5.547919, 46, 0.251956
0, 2052422, 5.574570, 46, 0.270695
0, 2052507, 5.556738, 45, 0.231486
0, 2052591, 5.560369, 46, 0.222141
0, 2052675, 5.563596, 46, 0.213386
0, 2052759, 5.562152, 45, 0.200635
0, 2052843, 5.560853, 45, 0.189303
0, 2052927, 5.559677, 47, 0.179169
0, 2053011, 5.554867, 47, 0.166652
0, 2053095, 5.546896, 45, 0.152476
0, 2053179, 5.560167, 45, 0.157181
0, 2053262, 5.572376, 47, 0.160661
0, 2053345, 5.577314, 45, 0.158281
0, 2053429, 5.578838, 46, 0.153547
0, 2053513, 5.565556, 45, 0.138576
0, 2053597, 5.570219, 46, 0.137013
0, 2053681, 5.563596, 45, 0.128031
0, 2053765, 5.557401, 45, 0.119905
0, 2053849, 5.561882, 46, 0.118958
0, 2053932, 5.568584, 47, 0.119415
0, 2054015, 5.574893, 44, 0.119614
0, 2054099, 5.573786, 45, 0.115564
0, 2054183, 5.586459, 46, 0.119394
0, 2054267, 5.591773, 45, 0.119040
0, 2054448, 5.596808, 46, 0.118557
0, 2054533, 5.603694, 47, 0.119049
0, 2054617, 5.606121, 47, 0.117286
0, 2054701, 5.610237, 46, 0.119344
0, 2054785, 5.614352, 45, 0.121401
0, 2054869, 5.612294, 44, 0.092937
0, 2054953, 5.608179, 46, 0.056586
0, 2055037, 5.616409, 45, 0.064816
0, 2055121, 5.608179, 47, 0.049727
0, 2055204, 5.608179, 45, 0.041888
0, 2055287, 5.614352, 46, 0.054528
0, 2055371, 5.614352, 46, 0.057386
0, 2055454, 5.610236, 45, 0.041153
0, 2055538, 5.606121, 46, 0.038722
0, 2055622, 5.593776, 44, 0.032237
0, 2055706, 5.591718, 44, 0.037276
0, 2055790, 5.622586, 44, 0.037334
0, 2055874, 5.659627, 46, 0.042529
0, 2055957, 5.772820, 45, 0.108041
0, 2056041, 5.910719, 45, 0.175175
0, 2056125, 6.100093, 46, 0.268248
0, 2056209, 6.369784, 44, 0.403816
0, 2056294, 6.736302, 43, 0.587725
0, 2056379, 7.224421, 46, 0.832372
0, 2056464, 7.807381, 46, 1.126257
0, 2056549, 8.466650, 45, 1.459877
0, 2056633, 9.212608, 45, 1.826221
0, 2056717, 10.082413, 44, 2.255019
0, 2056801, 11.098828, 45, 2.760757
0, 2056885, 12.259876, 45, 3.340519
0, 2056969, 13.582136, 45, 4.008290
0, 2057053, 15.053410, 46, 4.741596
0, 2057137, 16.698514, 44, 5.567459
0, 2057221, 18.523827, 46, 6.483213
0, 2057305, 20.519172, 44, 7.478645
0, 2057418, 22.775930, 44, 8.603673
0, 2057503, 25.232024, 45, 9.828565
0, 2057588, 27.910410, 46, 11.168312
0, 2057673, 30.809397, 45, 12.611469
0, 2057758, 33.941465, 43, 14.174846
0, 2057897, 37.392370, 46, 15.897781
0, 2057981, 41.035213, 45, 17.715759
0, 2058065, 44.874222, 44, 19.634051
0, 2058149, 49.032871, 45, 21.711317
0, 2058233, 53.247979, 45, 23.816814
0, 2058417, 57.779027, 43, 26.083367
0, 2058502, 62.605511, 45, 28.498666
0, 2058587, 67.633431, 41, 31.008511
0, 2058673, 72.881473, 32, 33.636647
0, 2058758, 78.278802, 30, 36.335311
0, 2058842, 83.835845, 36, 39.110746
0, 2058926, 89.594682, 41, 41.990165
0, 2059011, 95.540916, 43, 44.965340
0, 2059095, 101.647058, 36, 48.020468
0, 2059179, 107.970065, 32, 51.188144
0, 2059263, 114.537904, 29, 54.473093
0, 2059347, 121.223071, 36, 57.800243
0, 2059431, 128.073165, 41, 61.206769
0, 2059514, 135.034784, 43, 64.630982
